id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:how do you rate the level of hygiene of the market place,field:what is the common name of the product in english,"field:what is the geographical origin of the product: local, national or international ",field:what is the local name of the product,field:what is the name of the food market you are visiting,field:what is the nutritional value and/or health benefits (health claims) of the product,field:what is the price of the product,field:what is the scientific name of the product
1548001,2015-05-25,2015-05-25,,Lisbon,false,3042,duarte,2015-05-26 11:03:03 -0400,2016-12-20 03:34:30 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/1548001,https://static.inaturalist.org/photos/1917596/medium.PNG?1432652589,"Isurus oxyrinchus, Vigo, Galicia, landing, Spain, Espanha, España","Being landed in Vigo. I'm sorry for the low resolution, but I had filmed this, not photographed.",false,1,0,true,,"Pontevedra, ES-GA, ES",42.2020746828,-8.7631206196,196,,,,Isurus oxyrinchus,Isurus oxyrinchus,Shortfin Mako Shark,Animalia,69677,,,,,,,,
4303734,2016-09-12 9:41:02 AM WAT,2016-09-12,2016-09-12 04:41:02 -0400,West Central Africa,false,18245,dotun55,2016-10-09 04:48:59 -0400,2016-12-22 14:31:07 -0500,research,CC-BY-NC,http://www.inaturalist.org/observations/4303734,https://static.inaturalist.org/photos/5179670/medium.jpg?1476092067,"pangolin conservation, bushmeat, pangolin, wildlife","Pangolin for sale as bushmeat by vendors along the highway. There were a wide range of hunted and killed animals, including deer (duiker), monkey, warthog, snakes, cane rat, porcupine, etc., for sale as well.

We spent some of our time educating the locals on reducing hunting of these animals, especially the pangolin which is endangered already.",false,1,0,false,2,Nigeria,7.3863581859,4.0703336362,2294,,gps,gps,Tree Pangolin,Phataginus tricuspis,Tree Pangolin,Mammalia,74866,,,,,,,,
4303744,2016-09-12 9:49:08 AM WAT,2016-09-12,2016-09-12 04:49:08 -0400,West Central Africa,false,18245,dotun55,2016-10-09 04:57:29 -0400,2017-02-04 06:19:22 -0500,research,CC-BY-NC,http://www.inaturalist.org/observations/4303744,https://static.inaturalist.org/photos/5166400/medium.jpg?1476003457,"gaboon viper, snake, animal, osun state, bush meat, roadside, roadside stall, nigeria, west africa","Two bodies for sale. Heads have been chopped off and delivered to local medicine men for making charms. According to a local, the head of this snake is in higher demand and costs more. For this sale, head went for N3,000. Whereas body is going for N2,000 or less.",false,2,0,false,2,Ibadan - Ilfe Expressway Apomu,7.3672925842,4.1672968492,9173,,gps,gps,Gaboon Adder,Bitis gabonica,Gaboon Adder,Reptilia,30853,,,,,,,,
4614133,2016/10/11 5:35 PM HST,2016-10-11,2016-10-11 23:35:00 -0400,Hawaii,,371151,isabellebolon,2016-11-22 00:07:40 -0500,2016-12-16 02:26:56 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4614133,https://static.inaturalist.org/photos/5590357/medium.jpg?1479880316,"","I found at the Jan Power’s Farmers Market (Brisbane, Autralia) these parsnips. They are sweeter than carrots. 
                            ",false,0,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australie",-27.4711219,153.0231303,12,,,,Parsnip,Pastinaca,parsnip,Plantae,54899,,,,,,,,
4614618,2016-10-21,2016-10-21,,Quito,,357546,rafaelruizdecastaneda,2016-11-22 03:46:59 -0500,2016-11-22 06:13:49 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4614618,https://static.inaturalist.org/photos/5582584/medium.jpg?1479804422,"","I visited the local street food market of ""La Floresta"" in Quito (Ecuador). I found this large type of berry (Rubus glaucus) called ""Mora de Castilla"" in Spanish. This is used to produce a traditional Ecuadorian beverage called ""Colada Morada"": https://en.wikipedia.org/wiki/Colada_morada)  

There are four different types of ""Moras"" in Ecuador: Castilla, Brazo, Criolla and Gato

http://www.elcomercio.com/actualidad/negocios/cuatro-tipos-de-moras-pais.html

The ""Mora de Castilla"" is the most commonly consumed.


",false,0,0,true,,"Mercado de La Floresta (0°12'18.4""S 78°29'06.6""W)",-0.205111,-78.485167,866958,,,,Andean Raspberry,Rubus glaucus,Andean Raspberry,Plantae,63146,,,,,,,,
4614856,2016-10-12,2016-10-12,,Hawaii,false,371151,isabellebolon,2016-11-22 06:32:52 -0500,2016-12-18 06:13:04 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4614856,https://static.inaturalist.org/photos/5590340/medium.jpg?1479880228,"","In Brisbane at the Jane Power's Farmers market, I found these chocolate pudding fruits (Black Sapote). They are used as a chocolate substitute in recipes and milkshakes.
https://en.wikipedia.org/wiki/Diospyros_nigra",false,0,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.471127,153.023067,,,,,Black Sapote,Diospyros nigra,Black Sapote,Plantae,343829,,,,,,,,
4614869,2016-11-05,2016-11-05,,Hawaii,,371151,isabellebolon,2016-11-22 06:43:24 -0500,2016-12-18 06:11:20 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4614869,https://static.inaturalist.org/photos/5590299/medium.jpg?1479879917,"","I visited the Hawke's Bay Farmers' Market, one of New Zealand’s largest Farmers’ Markets. I found these meyer lemons. They are supposed to be a cross between an ordinary lemon and an orange. They are smaller and more round than regular lemons, with an orange skin, and they are less acidic and juicy.
",false,0,0,true,,"Kenilworth Rd, Hastings, New Zealand",-39.629674,176.862474,358,,,,Meyer Lemon,Citrus × meyeri,Meyer Lemon,Plantae,415521,,,,,,,,
4629420,2016-10-20,2016-10-20,,Quito,,357546,rafaelruizdecastaneda,2016-11-24 11:43:50 -0500,2016-11-24 12:04:00 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4629420,https://static.inaturalist.org/photos/5600965/medium.png?1480005835,"","I visited the local food of market of ""Inaquito"" in Quito (Ecuador). There is a section on fish and crustaceans, that usually come from the Pacific coast (city of Guayaquil). I found this interesting crab with beautiful purple colour and anatomical asymmetry, one very large pincer and a much smaller one.

From this local newpaper ""El Comercio"" the local name is ""cangrejo rojo de manglar"" or ""guariche"".",false,0,0,true,,mercado de Iñaquito,-0.161876,-78.484238,212,,,,Ucides occidentalis,Ucides occidentalis,,Animalia,295363,,,,,,,,
4645379,2016-11-26,2016-11-26,,Hawaii,,371151,isabellebolon,2016-11-27 00:07:37 -0500,2016-12-01 12:16:43 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4645379,https://static.inaturalist.org/photos/5624131/medium.jpeg?1480223612,"","I visited the Fernvale Country Market (approximately 60 km west of Brisbane) and found these chayotes called ""choko"" in Australia.",false,1,0,true,,"Brisbane Valley Highway | State School, Fernvale",-27.448557,152.646289,,,,,Chayote,Sechium edule,Mirliton,Plantae,125147,,,,,,,,
4645815,2016-11-12,2016-11-12,,Hawaii,,371151,isabellebolon,2016-11-27 01:52:14 -0500,2016-12-18 06:09:53 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4645815,https://static.inaturalist.org/photos/5624780/medium.jpg?1480229537,"","I found these squashes at the Bondi Farmers Market (Sydney, Australia).",false,0,0,true,,"Bondi Beach Public School Campbell Parade, Sydney, Australia",-33.888513,151.276959,,,,,American Pumpkin (Squash),Cucurbita pepo,American Pumpkin,Plantae,76541,,,,,,,,
4645928,2016-11-05,2016-11-05,,Hawaii,,371151,isabellebolon,2016-11-27 02:46:53 -0500,2016-12-18 06:09:26 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4645928,https://static.inaturalist.org/photos/5624977/medium.jpg?1480233175,"","I visited the Hawke's Bay Farmers' Market, one of New Zealand’s largest Farmers’ Markets. I found these yams. ",false,0,0,true,,"Kenilworth Rd, Hastings, New Zealand",-39.629674,176.862474,358,,,,Oca,Oxalis tuberosa,Oca,Plantae,122836,,,,,,,,
4651705,2016-11-12,2016-11-12,,Hawaii,,371151,isabellebolon,2016-11-27 18:43:33 -0500,2016-12-18 06:08:54 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4651705,https://static.inaturalist.org/photos/5630316/medium.jpg?1480290217,"","",false,0,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.471125,153.023133,,,,,Luffa acutangula,Luffa acutangula,,Plantae,164869,,,,,,,,
4657738,2016-11-27,2016-11-27,,Bern,,357546,rafaelruizdecastaneda,2016-11-28 17:00:26 -0500,2016-11-30 13:16:20 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4657738,https://static.inaturalist.org/photos/5638374/medium.jpeg?1480370430,"",I visited the local market in Collognes Sous Saleve in France. I found these famous local walnuts from close region of  Grenoble.,false,1,0,true,,"   46.141883, 6.137514  ",46.141883,6.137514,50,,,,Persian Walnut,Juglans regia,Persian Walnut,Plantae,63935,,,,,,,,
4666679,2016-10-20,2016-10-20,,Quito,,357546,rafaelruizdecastaneda,2016-11-30 11:40:53 -0500,2016-12-01 11:37:02 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4666679,https://static.inaturalist.org/photos/5651576/medium.jpg?1480524058,"","I visited the local food market ""Mercado America"" in the city of Quito (Ecuador). They had a section on fish and seafood outside the main building. I found this interesting cockles. ",false,2,0,true,,"Buenos Aires OE 5-28, Quito 170103",-0.208795,-78.506221,8,,,,Bivalves,Bivalvia,Bivalves,Mollusca,47584,,,,,,,,
4670891,2016-10-20,2016-10-20,,Amsterdam,,372702,lestergenevieve,2016-12-01 08:15:12 -0500,2016-12-01 08:15:13 -0500,needs_id,,http://www.inaturalist.org/observations/4670891,https://static.inaturalist.org/photos/5658063/medium.png?1480598114,"","",false,0,0,false,," Galavis, Quito 170109, Ecuador",-0.206229,-78.484756,215,,,,Custard apples (Anonas y guanábanas),Annonaceae,Custard apples,Plantae,50899,,,,,,,,
4670897,2016-10-20,2016-10-20,,Amsterdam,,372702,lestergenevieve,2016-12-01 08:26:15 -0500,2016-12-01 08:26:19 -0500,needs_id,,http://www.inaturalist.org/observations/4670897,https://static.inaturalist.org/photos/5658070/medium.png?1480598780,"","",false,0,0,false,,"Galavis, Quito 170109, Ecuador",-0.206291,-78.485015,215,,,,Cherimoya,Annona cherimola,Cherimoya,Plantae,126236,,,,,,,,
4670902,2016-10-20,2016-10-20,,Amsterdam,,372702,lestergenevieve,2016-12-01 08:34:28 -0500,2016-12-08 16:08:11 -0500,needs_id,,http://www.inaturalist.org/observations/4670902,https://static.inaturalist.org/photos/5658081/medium.png?1480599271,"","",false,0,0,false,,"Galavis, Quito 170109, Ecuador",-0.206206,-78.485004,,,,,Ground Cherry,Physalis,Ground Cherry,Plantae,51733,,,,,,,,
4670914,2016-10-20,2016-10-20,,Amsterdam,,372702,lestergenevieve,2016-12-01 08:42:22 -0500,2016-12-01 08:43:33 -0500,needs_id,,http://www.inaturalist.org/observations/4670914,https://static.inaturalist.org/photos/5658095/medium.png?1480599817,"","",false,0,0,false,,"Galavis, Quito 170109, Ecuador",-0.206409,-78.485262,,,,,Banana,Musa acuminata,Banana,Plantae,140907,,,,,,,,
4670944,2016-10-20,2016-10-20,,Amsterdam,,372702,lestergenevieve,2016-12-01 08:53:29 -0500,2016-12-22 03:02:32 -0500,needs_id,,http://www.inaturalist.org/observations/4670944,https://static.inaturalist.org/photos/5658126/medium.png?1480600413,"","",false,2,0,false,,"Galavis, Quito 170109, Ecuador",-0.206345,-78.485197,,,,,Cacaos,Theobroma,,Plantae,64341,,,,,,,,
4670953,2016-07-11,2016-07-11,,Amsterdam,,372702,lestergenevieve,2016-12-01 09:05:03 -0500,2016-12-02 02:28:59 -0500,casual,,http://www.inaturalist.org/observations/4670953,https://static.inaturalist.org/photos/5658144/medium.png?1480601107,"","",false,0,0,true,,Mauritius,-20.266205,57.478954,,,,,White Cucumber,Cucurbitaceae,Gourd family,Plantae,48620,,,,,,,,
4670965,2016-07-11,2016-07-11,,Amsterdam,,372702,lestergenevieve,2016-12-01 09:15:31 -0500,2016-12-01 10:20:41 -0500,casual,,http://www.inaturalist.org/observations/4670965,https://static.inaturalist.org/photos/5658159/medium.png?1480601733,"","",false,0,0,true,,Mauritius,-20.26621,57.478952,,,,,Brède de Chine,,,,,,,,,,,,
4671301,2016-10-20,2016-10-20,,Amsterdam,,372702,lestergenevieve,2016-12-01 10:18:28 -0500,2016-12-01 10:19:00 -0500,needs_id,,http://www.inaturalist.org/observations/4671301,https://static.inaturalist.org/photos/5658541/medium.png?1480605512,"","",false,0,0,false,,"Galavis, Quito 170109, Ecuador",-0.206452,-78.485111,,,,,Babaco,,,,,,,,,,,,
4671380,2016-10-20,2016-10-20,,Amsterdam,,372702,lestergenevieve,2016-12-01 10:28:41 -0500,2016-12-01 10:29:17 -0500,needs_id,,http://www.inaturalist.org/observations/4671380,https://static.inaturalist.org/photos/5658594/medium.png?1480606158,"","",false,0,0,false,,"Galavis, Quito 170109, Ecuador",-0.206474,-78.485101,,,,,Yellow Pitahaya,,,,,,,,,,,,
4671414,,,,Amsterdam,,372702,lestergenevieve,2016-12-01 10:40:57 -0500,2016-12-01 10:40:59 -0500,casual,,http://www.inaturalist.org/observations/4671414,https://static.inaturalist.org/photos/5658695/medium.png?1480606860,"","",false,0,0,false,,"Galavis, Quito 170109, Ecuador",-0.206471,-78.485109,,,,,Tamarillo,Solanum betaceum,Tamarillo,Plantae,280909,,,,,,,,
4671493,2016-10-20,2016-10-20,,Amsterdam,,372702,lestergenevieve,2016-12-01 10:49:32 -0500,2016-12-02 17:11:28 -0500,needs_id,,http://www.inaturalist.org/observations/4671493,https://static.inaturalist.org/photos/5680142/medium.png?1480716689,"","",false,0,0,false,,"Galavis, Quito 170109, Ecuador",-0.206471,-78.485109,,,,,"Blueberries, Huckleberries, Cranberries, Bilberries, and Allies",Vaccinium,"Blueberries, Huckleberries, Cranberries, Bilberries, and Allies",Plantae,48353,,,,,,,,
4671585,Quito,,,Quito,,357546,rafaelruizdecastaneda,2016-12-01 11:12:15 -0500,2016-12-01 11:14:55 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4671585,https://static.inaturalist.org/photos/5658898/medium.jpg?1480608737,"","In Quito (Ecuador), I visited ""Mercado Central"". There was a section on fish and seafood. I found this interesting Mollusca.",false,0,0,true,,"-0.219960, -78.507100",-0.21996,-78.5071,66,,,,Cockles,Cardiidae,Cockles,Mollusca,50597,,,,,,,,
4674367,"November 13, 2016 17:54",2016-11-13,2016-11-13 12:54:00 -0500,Casablanca,,1000,muir,2016-12-01 19:52:30 -0500,2016-12-16 15:39:14 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4674367,https://static.inaturalist.org/photos/5663047/medium.jpg?1480639962,"","",false,1,0,true,,Essaouira,31.5098916,-9.7738527,15,,,manual,Bullet Tuna,Auxis rochei,Bullet Tuna,Actinopterygii,118677,,,,,,,,
4674369,"November 13, 2016 17:54",2016-11-13,2016-11-13 12:54:00 -0500,Casablanca,,1000,muir,2016-12-01 19:52:31 -0500,2016-12-16 15:39:15 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4674369,https://static.inaturalist.org/photos/5663049/medium.jpg?1480639963,"","",false,1,0,true,,Essaouira,31.5098916,-9.7738527,15,,,manual,"Herrings, Shads, Sardines, and Menhadens",Clupeidae,"Herrings, Shads, Sardines, and Menhadens",Actinopterygii,49236,,,,,,,,
4674370,"November 13, 2016 17:54",2016-11-13,2016-11-13 12:54:00 -0500,Casablanca,,1000,muir,2016-12-01 19:52:32 -0500,2016-12-16 15:39:15 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4674370,https://static.inaturalist.org/photos/5663051/medium.jpg?1480639963,"","",false,0,0,true,,Essaouira,31.5098916,-9.7738527,15,,,manual,Common Octopus,Octopus vulgaris,Common Octopus,Mollusca,49315,,,,,,,,
4674371,"November 13, 2016 17:54",2016-11-13,2016-11-13 12:54:00 -0500,Casablanca,,1000,muir,2016-12-01 19:52:33 -0500,2016-12-16 15:39:15 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4674371,https://static.inaturalist.org/photos/5690905/medium.jpg?1480813044,"","",false,1,0,true,,Essaouira,31.5098916,-9.7738527,15,,,manual,Axillary Seabream,Pagellus acarne,Axillary Seabream,Actinopterygii,118656,,,,,,,,
4674372,"November 13, 2016 17:54",2016-11-13,2016-11-13 12:54:00 -0500,Casablanca,,1000,muir,2016-12-01 19:52:33 -0500,2016-12-16 15:39:15 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4674372,https://static.inaturalist.org/photos/5663053/medium.jpg?1480639963,"","",false,1,0,true,,Essaouira,31.5098916,-9.7738527,15,,,manual,Crevalle Jack,Caranx hippos,Crevalle Jack,Actinopterygii,47230,,,,,,,,
4674373,"November 13, 2016 17:56",2016-11-13,2016-11-13 12:56:00 -0500,Casablanca,false,1000,muir,2016-12-01 19:52:34 -0500,2016-12-16 15:39:15 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4674373,https://static.inaturalist.org/photos/5663054/medium.jpg?1480639965,"","",false,1,0,true,,Essaouira,31.5095472,-9.7735194,15,,,manual,Small-spotted Catshark,Scyliorhinus canicula,Small-spotted Catshark,Animalia,112372,,,,,,,,
4674374,"November 13, 2016 17:57",2016-11-13,2016-11-13 12:57:00 -0500,Casablanca,,1000,muir,2016-12-01 19:52:35 -0500,2016-12-16 15:39:16 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4674374,https://static.inaturalist.org/photos/5663055/medium.jpg?1480639964,"","",false,1,0,true,,Essaouira,31.5093944,-9.7746722,15,,,manual,European Conger Eel,Conger conger,European Conger Eel,Actinopterygii,118589,,,,,,,,
4674375,"November 13, 2016 17:58",2016-11-13,2016-11-13 12:58:00 -0500,Casablanca,,1000,muir,2016-12-01 19:52:38 -0500,2016-12-16 15:39:16 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4674375,https://static.inaturalist.org/photos/5663059/medium.jpg?1480639965,"","",false,0,0,true,,Essaouira,31.50925,-9.77475,15,,,manual,Mediterranean moray,Muraena helena,Mediterranean moray,Actinopterygii,118590,,,,,,,,
4674376,"November 13, 2016 17:59",2016-11-13,2016-11-13 12:59:00 -0500,Casablanca,,1000,muir,2016-12-01 19:52:39 -0500,2016-12-16 15:39:16 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4674376,https://static.inaturalist.org/photos/5663063/medium.jpg?1480639966,"","",false,1,0,true,,Essaouira,31.5092472,-9.7748111,15,,,manual,Spiny Spider Crab,Maja brachydactyla,Spiny Spider Crab,Animalia,447552,,,,,,,,
4674377,"November 13, 2016 17:59",2016-11-13,2016-11-13 12:59:00 -0500,Casablanca,,1000,muir,2016-12-01 19:52:40 -0500,2016-12-16 15:39:16 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4674377,https://static.inaturalist.org/photos/5663064/medium.jpg?1480639967,"","",false,1,0,true,,Essaouira,31.5092527,-9.7746472,15,,,manual,Gaidropsarus biscayensis,Gaidropsarus biscayensis,,Actinopterygii,120623,,,,,,,,
4688939,"November 13, 2016 17:54",2016-11-13,2016-11-13 12:54:00 -0500,Casablanca,,1000,muir,2016-12-03 19:58:08 -0500,2016-12-16 15:39:17 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4688939,https://static.inaturalist.org/photos/5690906/medium.jpg?1480813045,"","",false,1,0,true,,Essaouira,31.5098916,-9.7738527,15,,,,Umbrina canariensis,Umbrina canariensis,,Actinopterygii,120647,,,,,,,,
4707116,2016-10-21,2016-10-21,,Casablanca,,378782,lurudeca,2016-12-04 12:11:23 -0500,2016-12-05 02:07:01 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4707116,https://static.inaturalist.org/photos/5695564/medium.jpeg?1480871486,"",I visited the local market of Sidi Ifni in the South of Morocco. They have a great diversity of fish. I found these sardines.,false,0,0,true,,sidi ifni,29.370112,-10.175929,6216,,,,True Sardine,Sardina pilchardus,True Sardine,Actinopterygii,118600,,,,,,,,
4707710,2010-01-05,2010-01-05,,West Central Africa,false,378782,lurudeca,2016-12-04 12:46:59 -0500,2016-12-16 15:41:25 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4707710,https://static.inaturalist.org/photos/5743542/medium.jpg?1481292300,"","While driving in Gabon (region of Sangala), I saw this small ""stall"" next to the road where they were selling this monkey. Unfortunately,  have not the exact geo-point of the photo. ",false,1,0,true,,Sangala gabon,-1.710784,10.389095,2053,,,,Cercopithecus cephus,Cercopithecus cephus,Moustached Monkey,Mammalia,43477,,,,,,,,
